,mfcc_mean,chroma_mean,spectral_contrast_mean,mfcc,chroma,spectral_contrast,tempo,label
16,"[-52.0694    124.93889    31.153435    1.4190395  13.43528   -16.02516
  14.520903   -4.2891603  15.11149     8.567018    7.6217775  12.3900585
  -8.917675    9.806042  -21.502237   11.980944  -17.003487   14.522095
  -6.0935645  12.569353 ]","[0.50457    0.6169158  0.72468626 0.8886176  1.         0.96946084
 0.8161504  0.62634444 0.48619497 0.40151006 0.36325863 0.37534922]","[ 3.6787408   1.27224758  6.30859759  7.17816105  3.1232962   9.25625656
 52.91966798]","[[-66.52786    -37.61094   ]
 [125.654434   124.22334   ]
 [ 32.750984    29.555885  ]
 [  2.3677714    0.47030768]
 [ 13.868052    13.002507  ]
 [-15.60177    -16.44855   ]
 [ 15.020158    14.0216465 ]
 [ -4.41016     -4.1681604 ]
 [ 15.790706    14.432276  ]
 [  8.768332     8.365704  ]
 [  7.674737     7.568818  ]
 [ 12.802494    11.977624  ]
 [ -9.478357    -8.356992  ]
 [  9.408118    10.203966  ]
 [-22.060429   -20.944046  ]
 [ 11.196917    12.764971  ]
 [-17.3713     -16.635675  ]
 [ 14.499362    14.544828  ]
 [ -6.3630476   -5.8240814 ]
 [ 13.082275    12.056432  ]]","[[0.50577813 0.5033618 ]
 [0.6190498  0.6147819 ]
 [0.72554165 0.72383094]
 [0.8892125  0.88802266]
 [1.         1.        ]
 [0.96694314 0.97197855]
 [0.81050867 0.82179224]
 [0.61986756 0.6328214 ]
 [0.4823164  0.49007353]
 [0.4006924  0.4023277 ]
 [0.36399254 0.36252472]
 [0.37616676 0.37453172]]","[[ 3.57053339  3.78694821]
 [ 1.50522124  1.03927392]
 [ 6.93489312  5.68230206]
 [ 7.26504771  7.09127439]
 [ 3.13203748  3.11455492]
 [ 9.40330026  9.10921285]
 [53.07722829 52.76210768]]",117.45383522727273,0
17,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",117.45383522727273,0
18,"[-98.833015   108.10713      4.731151    14.662665    -4.0032187
   0.94919544  -3.0292335   -1.166581    -8.436122     2.172672
  -5.3150434    0.53024024  -5.4349346    0.6674619    0.49548122
   1.0705898   -2.0394442    3.0620375   -1.4467831    1.8087476 ]","[0.437221   0.33941022 0.38889813 0.38858777 0.35136998 0.42474124
 0.3960637  0.567235   0.43351933 0.33851668 0.35932913 0.40795854]","[20.48538479 15.2066057  18.82047999 19.73053812 22.48623534 24.01811802
 46.7486795 ]","[[-461.36676 -461.36676 -461.36676 ... -461.36676 -461.36676 -461.36676]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79212284 0.92841554 0.85435796 ... 0.8542777  0.89561945 0.920575  ]
 [0.75858325 0.9633019  1.         ... 1.         0.9461217  0.81571853]
 [0.76805073 0.90245456 0.93157923 ... 0.9316984  1.         1.        ]
 ...
 [0.43260515 0.40890983 0.3419293  ... 0.34161177 0.3520637  0.3733874 ]
 [0.46958816 0.4498341  0.44297028 ... 0.44292387 0.42341593 0.5116985 ]
 [0.5979317  0.65167665 0.65394396 ... 0.65407205 0.6717071  0.7089838 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03815665 18.84961687
  13.90207526]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47997357  9.10103703
   7.27753625]
 [10.6782955  16.38535285 15.85876973 ... 16.21792775 14.79084038
  14.53674113]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01923436 16.20770894
  11.25884724]
 [13.74436734 15.6826351  14.813587   ... 14.47345597 13.64315509
  12.60621992]
 [16.94791286 20.77833792 33.75511487 ... 33.7550288  21.38768801
  17.2511318 ]]",129.19921875,0
19,"[-150.22458      85.63825      -2.575653      9.784721     -5.544746
   -0.53122383   -9.983508      8.041395      3.8598783    12.269194
    7.937301      8.144797      0.25530055   -1.4563141     2.2123523
    4.342899     -5.699932      5.9920726    -3.5187244    -8.176389  ]","[0.320873   0.3222513  0.26880777 0.36909068 0.35185522 0.29202202
 0.4120552  0.3536965  0.4973514  0.42671338 0.3031537  0.36777234]","[22.26948305 17.44340803 22.48622287 22.60218766 22.24514611 21.86376195
 47.22045462]","[[-477.18234 -477.18234 -477.18234 ... -477.18234 -477.18234 -477.18234]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.8155562  0.9295418  0.8423199  ... 0.913239   0.89383745 0.85674596]
 [0.7889955  0.99212384 1.         ... 0.9190325  1.         0.99490386]
 [0.79558164 0.9268104  0.94822973 ... 0.9970244  0.9295961  1.        ]
 ...
 [0.45209455 0.42759413 0.34263945 ... 0.3835972  0.42605573 0.47774115]
 [0.48178366 0.45164448 0.43090144 ... 0.45218378 0.45258188 0.5975286 ]
 [0.60396016 0.645535   0.6386732  ... 0.71210074 0.66739136 0.71625733]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157219 24.19355301
  18.42641426]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260471  9.13215554
   4.95792009]
 [10.6782955  16.38535285 15.85876973 ... 13.05539506 12.12203808
  12.78165259]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67967554 11.1711906
  14.57983385]
 [13.74436734 15.6826351  14.813587   ... 11.9554259  14.44755123
  15.07047153]
 [16.94791286 20.77833792 36.93255298 ... 36.53584471 22.47947854
  17.40303438]]",135.99917763157896,0
20,"[-95.691536    93.040245    -0.44537416  17.119493     3.6355834
   8.591452    -6.7622023    7.7490177  -10.942078     1.3368682
  -6.415683    -3.8151054   -4.196072    -2.577734    -0.12374033
   2.6045609    1.4037327    3.036155    -3.3165152   -1.6617752 ]","[0.4471507  0.27613106 0.27666456 0.23357192 0.34564468 0.40870404
 0.27830148 0.3492915  0.34655893 0.56423026 0.35214806 0.272703  ]","[22.97379726 14.77340794 19.98976965 19.90501502 21.31118065 23.32930554
 48.75643524]","[[-531.971 -531.971 -531.971 ... -531.971 -531.971 -531.971]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 ...
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]]","[[0.7981228  0.9290132  0.85145    ... 0.90849406 0.9104397  0.86722314]
 [0.7660838  0.97060966 1.         ... 0.91494375 1.         1.        ]
 [0.77476954 0.9085486  0.9356061  ... 0.98985094 0.9278007  0.99021703]
 ...
 [0.4375035  0.41346574 0.3420194  ... 0.3776278  0.41812304 0.47397694]
 [0.47283947 0.4503937  0.43986574 ... 0.4588474  0.46135753 0.60531074]
 [0.59922373 0.65018445 0.6501169  ... 0.72537124 0.68394023 0.7184678 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157783 24.19356083
  18.4264115 ]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260756  9.13215969
   4.95792342]
 [10.6782955  16.38535285 15.85876973 ... 13.05540289 12.1220339
  12.78164006]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.6796928  11.17118949
  14.57983813]
 [13.74436734 15.6826351  14.813587   ... 11.95542453 14.44755483
  15.07047013]
 [16.94791286 20.77833792 36.14838506 ... 35.75167711 22.47948661
  17.40304646]]",123.046875,0
21,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",117.45383522727273,0
22,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",117.45383522727273,0
23,"[-167.18927     44.248055    -8.041609    -2.3787649    1.8418443
    6.1892867  -11.83968      7.850229    -5.9824657    2.8290393
    2.534712     8.045176    -4.372896    -1.2510369    1.3178973
    3.8032079   -3.4431796    4.090301    -5.9385457    3.4816818]","[0.29530293 0.2797535  0.26998392 0.28188217 0.39223304 0.34647337
 0.42150533 0.35173133 0.3097392  0.35408714 0.37800276 0.39560786]","[19.28654027 16.45177454 20.96130583 22.79745025 22.63395267 20.26137445
 49.31320349]","[[-488.02823 -488.02823 -488.02823 ... -488.02823 -488.02823 -488.02823]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7493419  0.8457696  0.7852287  ... 0.7851444  0.8301569  0.94882375]
 [0.76623124 1.         0.9691161  ... 0.96896666 0.95539135 0.89163643]
 [0.7568583  0.93133914 1.         ... 1.         1.         1.        ]
 ...
 [0.44918236 0.46703368 0.34264025 ... 0.3424456  0.35247257 0.39697164]
 [0.4269337  0.41323644 0.3917704  ... 0.3915414  0.38712257 0.48057973]
 [0.53398806 0.57159674 0.57627285 ... 0.5761908  0.5823395  0.6738624 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03815331 18.84961652
  13.90207498]
 [ 7.4624451  13.08561006 12.95696569 ... 14.48001143  9.10103896
   7.27753249]
 [10.6782955  16.38535285 15.85876973 ... 16.21791128 14.79087233
  14.53674209]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01921493 16.20768459
  11.25885387]
 [13.74436734 15.6826351  14.813587   ... 14.47345184 13.64315739
  12.60621933]
 [16.94791286 20.77833792 40.2014738  ... 40.20138773 21.38770311
  17.2511364 ]]",95.703125,0
24,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",117.45383522727273,0
25,"[-1.5179865e+02  1.0281844e+02 -3.4317963e+00  2.9076078e+01
  1.0727496e+01  7.9734516e+00 -1.8333606e+00  5.8525219e+00
 -1.1810946e+00  7.7504869e+00 -3.0310011e-01  3.5682580e+00
  1.4939452e+00  6.0341173e-01 -7.3584938e-01  5.6187410e+00
 -3.3259154e-03  5.5867686e+00 -1.0101031e+00 -1.3226073e+00]","[0.3901246  0.38573843 0.44621843 0.39457932 0.40023744 0.42748743
 0.3702012  0.37816453 0.39254788 0.49199784 0.42429647 0.38082725]","[19.59264522 15.70463919 19.70398846 18.79199487 19.49532269 22.13417499
 47.97114081]","[[-518.1079 -518.1079 -518.1079 ... -518.1079 -518.1079 -518.1079]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.83827966 0.90710914 0.8288604  ... 0.9228278  0.87938017 0.83224523]
 [0.82229006 1.         1.         ... 0.91289264 1.         0.9771433 ]
 [0.8256122  0.93243897 0.9683581  ... 1.         0.936547   1.        ]
 ...
 [0.4733071  0.4402949  0.34450716 ... 0.36973467 0.4254388  0.4793388 ]
 [0.4909767  0.44194436 0.41977355 ... 0.4418801  0.44188282 0.5774539 ]
 [0.6113536  0.6240371  0.62269825 ... 0.71270204 0.64787877 0.705222  ]]","[[15.85928961 25.02011131 27.6953545  ... 25.90528138 24.16034054
  18.26928708]
 [ 7.4624451  13.08561006 14.20006008 ... 12.98433923  9.32559025
   4.99900314]
 [10.67829595 16.38533891 13.87681089 ... 12.01675452 11.70659925
  12.1298859 ]
 ...
 [14.54964755 11.9493252  15.25791149 ... 15.30678782 11.06813315
  14.4623263 ]
 [13.74436786 15.68263699 14.34006116 ... 12.96696158 12.55115814
  14.74179693]
 [16.94791227 20.77834044 37.56239706 ... 37.1588465  22.46814244
  17.50393096]]",107.666015625,0
26,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",117.45383522727273,0
27,"[-91.14156     79.70479      0.35326135  14.571904    10.823156
   0.66170156  -2.322035     8.311468    -6.5726175   11.554845
  -4.0220623    1.1916629    3.0993652    2.4441457    2.9718442
   5.274364    -4.5453       6.3782573   -1.3637499    1.294361  ]","[0.31612098 0.3489606  0.37507915 0.3151396  0.44299117 0.37041068
 0.47800428 0.38259465 0.4060333  0.52268857 0.40233847 0.4946309 ]","[21.31784302 17.31963472 19.61720908 20.89218436 23.28762081 26.47383738
 48.5468322 ]","[[-463.0098    -463.0098    -463.0098    ... -444.23038   -463.0098
  -463.0098   ]
 [   0.           0.           0.        ...   16.248999     0.
     0.       ]
 [   0.           0.           0.        ...   -4.1156855    0.
     0.       ]
 ...
 [   0.           0.           0.        ...   -4.9274874    0.
     0.       ]
 [   0.           0.           0.        ...   -6.4903603    0.
     0.       ]
 [   0.           0.           0.        ...   -2.201075     0.
     0.       ]]","[[0.79512775 0.928736   0.8529164  ... 0.9716361  0.6402953  0.72242576]
 [0.76231664 0.96695346 1.         ... 0.3400403  0.46414196 0.83458465]
 [0.7713856  0.9054934  0.93358517 ... 0.18382739 0.6093226  0.68181014]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.45530984 0.423667   0.45408466]
 [0.47122255 0.45011774 0.44141367 ... 0.36005563 0.49563786 0.5274113 ]
 [0.59855324 0.6509295  0.65203273 ... 1.         0.97826207 0.6356118 ]]","[[15.85928961 25.02011272 27.54972855 ... 15.21400308 23.9308324
  21.8269761 ]
 [ 7.4624451  13.08561006 12.95696569 ... 12.70824503 11.92244485
  15.65259571]
 [10.6782955  16.38535285 15.85876973 ... 14.99380303 11.55081088
  11.55003163]
 ...
 [14.54964755 11.94932484 14.24598854 ... 25.22934531 20.55190907
  15.5342602 ]
 [13.74436734 15.6826351  14.813587   ... 23.24813199 19.24302406
  14.04222231]
 [16.94791286 20.77833792 34.76948557 ... 44.1893391  29.95460223
  17.73603726]]",143.5546875,0
28,"[-97.75466     72.813      -16.44813     13.446798    -7.926671
   0.8676729   -6.0438285    0.33298057 -11.158306     4.6048384
  -1.2741202   -1.1106055   -2.188688     0.77902037  -5.777779
   2.3181376   -7.037263    -0.8730808   -4.0568395    0.29424763]","[0.29640952 0.44563276 0.4013627  0.32196286 0.39199138 0.33035278
 0.42068046 0.35416707 0.39644617 0.45952657 0.33000723 0.32564706]","[20.72457385 16.64890699 19.5587713  20.97586377 22.7150028  24.50041244
 48.17025564]","[[-486.0195 -486.0195 -486.0195 ... -486.0195 -486.0195 -486.0195]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.8127433  0.9296042  0.84386194 ... 0.9125089  0.8965903  0.85978335]
 [0.7851753  0.9886267  1.         ... 0.9182663  1.         0.99720585]
 [0.7920972  0.92380935 0.9460505  ... 0.9959138  0.92926836 1.        ]
 ...
 [0.44968367 0.42520213 0.3424957  ... 0.3825561  0.42462516 0.47777006]
 [0.48041457 0.45150283 0.43234456 ... 0.45327443 0.45404813 0.59979016]
 [0.6031146  0.6463469  0.6405608  ... 0.71435726 0.6701569  0.7176684 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47159086 24.19356113
  18.42641178]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260548  9.13216059
   4.95792003]
 [10.6782955  16.38535285 15.85876973 ... 13.05540222 12.12203323
  12.78163705]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969812 11.17118699
  14.57983575]
 [13.74436734 15.6826351  14.813587   ... 11.95542385 14.44755402
  15.0704748 ]
 [16.94791286 20.77833792 37.66239433 ... 37.26568606 22.47946208
  17.40303365]]",112.34714673913044,0
29,"[-1.7278780e+02  1.3155945e+02  2.9246069e+01  3.1105057e+01
  1.2625082e+01  1.9264717e+00 -1.0749177e+00 -2.6891756e+00
 -1.1891473e+01  3.8686368e+00 -9.7327023e+00 -3.7000753e-02
 -8.0373898e+00 -3.7251797e+00 -1.3581026e+00 -2.0024462e+00
 -5.8462577e+00  8.7465018e-01 -3.6250007e+00 -8.0022007e-02]","[0.31877843 0.30058524 0.4010017  0.32458884 0.36143106 0.40132767
 0.32787704 0.39818823 0.46253243 0.60385156 0.45748836 0.32531363]","[24.28507666 14.57496689 20.40339231 19.68330281 21.54429499 27.1716429
 47.82661837]","[[-478.18317 -478.18317 -478.18317 ... -478.18317 -478.18317 -478.18317]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7861147  0.92766434 0.85715365 ... 0.9051387  0.9213908  0.87077737]
 [0.75125325 0.95604587 1.         ... 0.9131433  1.         1.        ]
 [0.7615684  0.8964579  0.92759866 ... 0.98463625 0.9266967  0.97880846]
 ...
 [0.42772147 0.40445858 0.34188735 ... 0.37405354 0.41362515 0.470178  ]
 [0.46629766 0.4492618  0.4460975  ... 0.46360105 0.46715668 0.6077391 ]
 [0.5968597  0.6531915  0.6577406  ... 0.7339985  0.69479674 0.71751326]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157079 24.19356373
  18.42640953]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260371  9.13216415
   4.95791919]
 [10.6782955  16.38535285 15.85876973 ... 13.05539475 12.12204054
  12.78164866]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969641 11.17119123
  14.57982693]
 [13.74436734 15.6826351  14.813587   ... 11.95542181 14.44755515
  15.07045751]
 [16.94791286 20.77833792 36.11853322 ... 35.72182527 22.47947639
  17.40305156]]",117.45383522727273,0
