,mfcc_mean,chroma_mean,spectral_contrast_mean,mfcc,chroma,spectral_contrast,tempo,label
10,"[-94.30212     51.123096   -13.677057    34.423473     4.144513
  11.933        2.5397518    7.2036924    0.6691945    4.1753407
  -1.3966954    1.001739    -1.888661     1.9868355   -3.3154364
   0.72080904  -3.8646948   -0.6503122   -4.9320374    1.6701919 ]","[0.52061254 0.43385047 0.54847264 0.41462246 0.3874953  0.3820761
 0.40383214 0.4866274  0.38033593 0.38792762 0.37668386 0.54400504]","[20.82561548 14.78218081 17.55259292 18.4209654  18.15172565 17.87792211
 47.41407297]","[[-597.8861 -597.8861 -597.8861 ... -597.8861 -597.8861 -597.8861]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.79512775 0.928736   0.8529164  ... 0.90765214 0.91319925 0.86815804]
 [0.76231664 0.96695346 1.         ... 0.91440934 1.         1.        ]
 [0.7713856  0.9054934  0.93358517 ... 0.988563   0.92752576 0.98748416]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.3767012  0.41694418 0.4730023 ]
 [0.47122255 0.45011774 0.44141367 ... 0.4600029  0.46281216 0.6059695 ]
 [0.59855324 0.6509295  0.65203273 ... 0.7275347  0.6866741  0.7182287 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47158452 24.19356489
  18.42641094]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261283  9.13216447
   4.95791674]
 [10.6782955  16.38535285 15.85876973 ... 13.05539989 12.12204437
  12.78164314]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969857 11.17119011
  14.57983406]
 [13.74436734 15.6826351  14.813587   ... 11.95543101 14.44754669
  15.07046311]
 [16.94791286 20.77833792 38.84154696 ... 38.44483932 22.47945962
  17.40304245]]",117.45383522727273,1
11,"[-14.435724    83.459335   -13.300128    24.083145    10.716946
   9.592056     3.1276965   10.64295      3.276562     7.643716
  -0.20024656   4.722922    -2.0161376    3.4419596    2.8599167
   3.2697983   -4.3481855    4.7657967    1.1313906    2.8847382 ]","[0.3365963  0.33158243 0.42349505 0.42181906 0.56304437 0.41539142
 0.4951722  0.48456818 0.44441232 0.38951546 0.3933175  0.51376396]","[18.78678122 15.09916884 18.12047615 18.7844533  19.11989353 20.42351452
 46.57032773]","[[-2.3451682e+02 -1.2889522e+02 -1.2235316e+02 ... -5.0460471e+02
  -5.0460471e+02 -5.0460471e+02]
 [ 8.9555817e+01  9.8380310e+01  1.0350203e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.4378616e+01  2.2449909e+01  2.1605453e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-5.3175669e+00 -2.9903424e+00  4.3811250e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.3435068e-01  6.6010427e+00  1.5533845e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.0120611e+00 -3.6758385e+00  1.3756642e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]","[[0.7067933  0.5273545  0.41906798 ... 0.80494165 0.8342905  1.        ]
 [0.7588748  0.5998756  0.37997678 ... 0.8924598  0.845455   0.8163558 ]
 [0.9000257  0.76166457 0.6347909  ... 1.         1.         0.88564616]
 ...
 [0.7385632  0.52782464 0.46427807 ... 0.48513564 0.43941048 0.37956914]
 [0.70178753 0.48878756 0.43707937 ... 0.483895   0.4283776  0.3913272 ]
 [0.68962115 0.5041817  0.4416268  ... 0.7150392  0.69102335 0.7319578 ]]","[[26.4178542  20.11969253 18.23530837 ... 20.43549691 22.49091649
  17.81658731]
 [ 3.66557883 12.21579805  7.40336418 ...  7.7065403   7.77705714
  10.51638635]
 [10.44676177 14.47643165 12.26008438 ...  8.79383433 10.63560291
  17.00190652]
 ...
 [11.57852881 14.5535095  14.63293498 ... 13.06227779 13.46921059
  13.89554099]
 [21.24270884 26.13040673 26.75022418 ... 12.95041315 14.21293008
  13.36494585]
 [41.89733345 45.14370605 47.6450314  ... 35.4236808  34.5759849
  23.99109287]]",123.046875,1
12,"[-166.94821    -61.258865    -8.800379    45.046947   -42.216312
   -7.0206566   -6.307857    11.899891    26.982689    -6.871228
  -20.563673    36.099876   -26.954147    -6.3540673    9.989368
  -10.911815     8.993917   -10.6843815    6.5012016   13.607033 ]","[0.85612184 1.         0.66667974 0.222963   0.02120565 0.00817478
 0.00364076 0.00385409 0.00921317 0.03627476 0.04245668 0.11256202]","[2.02193692e-02 1.00802034e-01 5.44610379e+00 1.44900027e+01
 1.39691552e+01 1.65702846e+01 5.00770461e+01]","[[-157.46205   -176.43439  ]
 [ -61.847176   -60.67055  ]
 [  -9.567661    -8.033097 ]
 [  45.259884    44.83401  ]
 [ -42.242504   -42.19012  ]
 [  -7.1989403   -6.8423724]
 [  -6.49072     -6.1249943]
 [  12.340126    11.459656 ]
 [  27.479635    26.48574  ]
 [  -6.9761953   -6.766261 ]
 [ -21.143152   -19.984194 ]
 [  37.081116    35.11864  ]
 [ -27.236626   -26.671669 ]
 [  -6.9655066   -5.742628 ]
 [   9.706107    10.272631 ]
 [ -11.316273   -10.507357 ]
 [   9.837503     8.1503315]
 [ -10.722481   -10.646282 ]
 [   6.316878     6.685526 ]
 [  14.042402    13.171663 ]]","[[0.8880255  0.82421815]
 [1.         1.        ]
 [0.65880436 0.67455506]
 [0.22280039 0.22312564]
 [0.02042164 0.02198965]
 [0.00786897 0.00848059]
 [0.00337917 0.00390235]
 [0.00354156 0.00416662]
 [0.00876607 0.00966026]
 [0.03645301 0.03609652]
 [0.04249499 0.04241836]
 [0.11848605 0.10663798]]","[[2.14813504e-02 1.89573880e-02]
 [1.02617178e-01 9.89868901e-02]
 [5.73790933e+00 5.15429824e+00]
 [1.59323424e+01 1.30476630e+01]
 [1.33517151e+01 1.45865954e+01]
 [1.68357851e+01 1.63047842e+01]
 [5.03486951e+01 4.98053971e+01]]",117.45383522727273,1
13,"[ 1.2698885e+01  7.6605263e+01 -1.6044662e+01  1.8826172e+01
  4.8012104e+00  5.5018678e+00  3.5222166e+00  8.4077936e-01
 -2.5820529e+00  5.7938066e+00 -1.1457893e+00  3.2919028e+00
 -1.6612751e+00  6.0231470e-02 -1.7657899e+00  3.6945021e+00
 -3.1859970e+00  1.0821645e+00  9.5918804e-01  4.0158205e+00]","[0.3853839  0.37661678 0.5399916  0.30350494 0.31515926 0.43765536
 0.49065617 0.7603331  0.4245757  0.37831146 0.4004086  0.42958093]","[21.99366081 14.25375792 17.38326725 17.80272025 19.15600411 20.81544326
 45.50571917]","[[-510.14154 -510.14154 -510.14154 ... -510.14154 -510.14154 -510.14154]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79512775 0.928736   0.8529164  ... 0.9076522  0.9131991  0.8681581 ]
 [0.76231664 0.96695346 1.         ... 0.9144093  1.         1.        ]
 [0.7713856  0.9054934  0.93358517 ... 0.988563   0.9275258  0.9874843 ]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.37670115 0.41694415 0.47300234]
 [0.47122255 0.45011774 0.44141367 ... 0.46000284 0.46281207 0.60596955]
 [0.59855324 0.6509295  0.65203273 ... 0.72753465 0.68667406 0.71822876]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157079 24.19356373
  18.42640953]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260371  9.13216415
   4.95791919]
 [10.6782955  16.38535285 15.85876973 ... 13.05539475 12.12204054
  12.78164866]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969641 11.17119123
  14.57982693]
 [13.74436734 15.6826351  14.813587   ... 11.95542181 14.44755515
  15.07045751]
 [16.94791286 20.77833792 36.20362065 ... 35.80691269 22.47947639
  17.40305156]]",107.666015625,1
14,"[-8.68105469e+01  1.01644615e+02 -1.73192673e+01  4.25419731e+01
  5.29462051e+00  8.81498909e+00  1.19236410e+00  8.02308750e+00
 -2.56069321e-02  3.13263297e+00 -3.25976729e+00  1.78755879e+00
 -2.20397234e+00 -3.66602987e-01 -2.63576841e+00  7.44296789e-01
 -3.54019356e+00  3.48102391e-01 -1.87410402e+00  2.33062446e-01]","[0.42732623 0.52184165 0.67218715 0.4641389  0.3313051  0.29855582
 0.47669208 0.50268173 0.37052464 0.4403566  0.30650356 0.3284492 ]","[24.01177108 14.53293695 17.5537303  17.6485395  18.39213276 22.70329199
 49.26512004]","[[-515.6182 -515.6182 -515.6182 ... -515.6182 -515.6182 -515.6182]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.78911614 0.92805576 0.8557714  ... 0.9059693  0.91867906 0.8699367 ]
 [0.754893   0.9596623  1.         ... 0.9135043  1.         1.        ]
 [0.7647753  0.89944005 0.9295849  ... 0.9859502  0.92697626 0.98178095]
 ...
 [0.43016016 0.40666977 0.34190288 ... 0.37491295 0.4146969  0.47110268]
 [0.46794376 0.4495471  0.44453254 ... 0.4623766  0.46571198 0.60718244]
 [0.5973655  0.65242875 0.65584725 ... 0.7318445  0.69210446 0.71775115]]","[[15.85928961 25.02011272 27.54972855 ... 28.47156778 24.19355822
  18.42641206]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260217  9.13215552
   4.95792149]
 [10.6782955  16.38535285 15.85876973 ... 13.05540322 12.12203811
  12.78164573]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67967515 11.17118886
  14.5798367 ]
 [13.74436734 15.6826351  14.813587   ... 11.95542112 14.44755576
  15.07046452]
 [16.94791286 20.77833792 37.58765939 ... 37.19095144 22.47948007
  17.4030362 ]]",112.34714673913044,1
15,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]",117.45383522727273,1
16,"[-146.4831       73.971756      1.2169576    19.736649      3.6398106
   11.062703      8.972248      5.965133      2.6271784    11.180765
   -1.7422012     2.7364087    -0.33972177    5.611431     -0.26955295
    4.368991      0.16216438    4.643759     -3.4828827    -0.15899901]","[0.43467966 0.36203313 0.48122677 0.4305381  0.39144105 0.44908512
 0.33486554 0.39700538 0.33251324 0.45336074 0.56359047 0.37774426]","[22.75408596 14.91712443 19.66014271 22.74086589 26.48559224 25.61080224
 48.00386882]","[[-562.22327 -562.22327 -562.22327 ... -562.22327 -562.22327 -562.22327]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79212284 0.92841554 0.85435796 ... 0.9068087  0.9159474  0.86906344]
 [0.75858325 0.9633019  1.         ... 0.9139279  1.         1.        ]
 [0.76805073 0.90245456 0.93157923 ... 0.9872608  0.9272521  0.98467267]
 ...
 [0.43260515 0.40890983 0.3419293  ... 0.3757957  0.4158027  0.4720442 ]
 [0.46958816 0.4498341  0.44297028 ... 0.4611782  0.46426374 0.6065928 ]
 [0.5979317  0.65167665 0.65394396 ... 0.7296915  0.68939626 0.7179896 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.4715875  24.19356228
  18.42641342]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89259803  9.13215613
   4.95791846]
 [10.6782955  16.38535285 15.85876973 ... 13.0553862  12.12205236
  12.78165224]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969361 11.17118855
  14.57984415]
 [13.74436734 15.6826351  14.813587   ... 11.95542589 14.44755491
  15.07047854]
 [16.94791286 20.77833792 39.2066395  ... 38.80993186 22.47949222
  17.40303802]]",123.046875,1
17,"[-32.11551     90.921295   -14.745198    28.957605     6.489475
  16.140123     2.7887511   10.921538     3.77113      5.2477627
   2.3224304    8.070439     1.944174     0.35460687   0.8783794
   2.6928015    0.24423909   2.885422    -0.56414574   1.2526965 ]","[0.3967246  0.47239542 0.44599116 0.4293096  0.57432365 0.46827853
 0.4364271  0.50481516 0.50157094 0.54927284 0.4233835  0.4364286 ]","[20.30889445 14.25554251 16.61046915 16.85536518 19.46865286 21.18260897
 47.77029987]","[[-490.94034 -490.94034 -490.94034 ... -490.94034 -490.94034 -490.94034]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.8210321  0.9292213  0.83924395 ... 0.91459256 0.8883789  0.85082924]
 [0.7965904  0.99896026 1.         ... 0.9206378  1.         0.99049807]
 [0.80250484 0.9327116  0.952702   ... 0.9991186  0.93029916 1.        ]
 ...
 [0.45688313 0.43240947 0.34297976 ... 0.38573292 0.42905343 0.47781977]
 [0.48433387 0.45182222 0.42809448 ... 0.45001003 0.4496484  0.5930222 ]
 [0.60567296 0.6438445  0.634943   ... 0.70752454 0.66186535 0.7135812 ]]","[[15.85928961 25.02011272 27.54972884 ... 28.47157729 24.19356113
  18.42641206]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89262064  9.13215701
   4.95791737]
 [10.6782955  16.38535285 15.85876779 ... 13.05539916 12.12204296
  12.78166003]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67970388 11.17118949
  14.57984336]
 [13.74436734 15.6826351  14.81358792 ... 11.95542454 14.44754527
  15.07045751]
 [16.94791286 20.77833792 36.59525195 ... 36.19854431 22.47946698
  17.40302891]]",143.5546875,1
18,"[-1.1324764e+02  8.0642258e+01 -6.2615428e+00  3.6035648e+01
  8.3944168e+00  9.1470575e+00  3.7731225e+00  9.1553345e+00
 -4.6228826e-01  8.2480011e+00  9.6677326e-02  6.6988845e+00
  9.3716782e-01  3.1705012e+00 -7.5489908e-01  3.6166360e+00
 -2.2522230e+00  3.4835010e+00  1.1630735e+00  1.1876009e+00]","[0.4734278  0.3772445  0.5063995  0.3987565  0.513282   0.3599384
 0.36279562 0.5023971  0.43269697 0.51654613 0.36462897 0.42485   ]","[21.5709316  15.26029435 18.94254561 19.04705185 18.5150349  19.78977855
 47.67870954]","[[-543.6783 -543.6783 -543.6783 ... -543.6783 -543.6783 -543.6783]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.78911614 0.92805576 0.8557714  ... 0.8556868  0.8972203  0.9200989 ]
 [0.754893   0.9596623  1.         ... 1.         0.94647896 0.81623226]
 [0.7647753  0.89944005 0.9295849  ... 0.92970335 1.         1.        ]
 ...
 [0.43016016 0.40666977 0.34190288 ... 0.3415865  0.3525245  0.3737192 ]
 [0.46794376 0.4495471  0.44453254 ... 0.4444902  0.42541447 0.5132263 ]
 [0.5973655  0.65242875 0.65584725 ... 0.6559728  0.67446715 0.7113379 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03817014 18.8496159
  13.90207447]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47996642  9.10101811
   7.27753008]
 [10.6782955  16.38535285 15.85876973 ... 16.21791982 14.79084403
  14.53670772]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01921182 16.20766726
  11.25884112]
 [13.74436734 15.6826351  14.813587   ... 14.47345192 13.64314822
  12.60621647]
 [16.94791286 20.77833792 40.19194521 ... 40.19185914 21.38770657
  17.2511279 ]]",151.99908088235293,1
19,"[-7.226998   67.37851    -5.3953495  21.49982     5.7184377   7.2197328
  4.2855234  10.755994   -0.07434383  9.151005    0.5989011   3.3527398
 -1.7199013   2.3268585   1.7999054   6.519112    0.53886116  3.6251395
 -0.44229963  3.6350124 ]","[0.4074371  0.29894236 0.42348188 0.35374075 0.34092754 0.4081954
 0.43558878 0.5139065  0.3376408  0.37788853 0.44675678 0.51842624]","[19.67063729 16.05081855 19.05916903 20.04369227 19.83462279 20.59193433
 47.30713424]","[[-495.77713 -495.77713 -495.77713 ... -495.77713 -495.77713 -495.77713]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79512775 0.928736   0.85291624 ... 0.75504553 0.8937474  0.8982072 ]
 [0.76231664 0.96695346 1.         ... 0.8429823  1.         1.        ]
 [0.7713856  0.9054934  0.9335851  ... 1.         0.9654632  0.9507751 ]
 ...
 [0.435054   0.4111756  0.3419679  ... 0.39335337 0.3091351  0.43135446]
 [0.47122255 0.45011774 0.44141364 ... 0.46329382 0.34937784 0.4622103 ]
 [0.59855324 0.6509295  0.6520327  ... 0.5964115  0.661537   0.6294719 ]]","[[15.85928961 25.02011272 27.54972884 ... 24.0473704  24.02946584
  15.83688245]
 [ 7.4624451  13.08561006 12.95696569 ... 11.2743767   9.52284296
   3.92898604]
 [10.6782955  16.38535285 15.85876876 ... 14.5620784  11.32121192
   8.63147274]
 ...
 [14.54964755 11.94932484 14.24598756 ... 12.11985389 14.93113729
  13.53941692]
 [13.74436734 15.6826351  14.813587   ... 12.10574534 13.18929946
  13.06713007]
 [16.94791286 20.77833792 35.65183573 ... 35.9023495  30.4988853
  25.91121798]]",135.99917763157896,1
20,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",117.45383522727273,1
21,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",117.45383522727273,1
22,"[-73.587585   68.47573    -4.5816984  34.833134    9.491833   10.4211645
   1.9193035  11.549609   -2.1369257   6.5434756   3.3856077   4.893513
  -2.5408816   0.7032408   3.2919197   0.564203   -1.7533226   2.5014644
  -3.2145016  -2.2220814]","[0.47449037 0.4116517  0.53280926 0.37857747 0.3821934  0.33530378
 0.44966564 0.53060174 0.38946965 0.44200906 0.3699282  0.49058914]","[21.19866915 15.65291724 19.26196295 19.39845447 20.47372944 19.68423802
 47.33543367]","[[-523.6133 -523.6133 -523.6133 ... -523.6133 -523.6133 -523.6133]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.79512775 0.928736   0.8529164  ... 0.85283977 0.8940243  0.92109543]
 [0.76231664 0.96695346 1.         ... 1.         0.94584346 0.81534135]
 [0.7713856  0.9054934  0.93358517 ... 0.9337053  1.         1.        ]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.3416491  0.35163093 0.37310556]
 [0.47122255 0.45011774 0.44141367 ... 0.4413629  0.42146966 0.5102249 ]
 [0.59855324 0.6509295  0.65203273 ... 0.6521633  0.66897076 0.7067143 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03815395 18.84961687
  13.90207538]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47996505  9.10102927
   7.27753309]
 [10.6782955  16.38535285 15.85876973 ... 16.21791808 14.79084601
  14.53672113]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01921299 16.2077167
  11.25884673]
 [13.74436734 15.6826351  14.813587   ... 14.47346427 13.64315788
  12.60621698]
 [16.94791286 20.77833792 38.10780857 ... 38.10772193 21.38771128
  17.25113499]]",123.046875,1
23,"[-10.968534    82.18148      9.529598    25.004917     5.428861
   7.6616488   -0.13959372   6.502152     0.8104525    7.9898686
  -1.1546804    3.2954376   -0.49311465   6.0358815    0.34004197
   2.5215356   -3.1433969    5.1183977   -0.9620216    1.6772108 ]","[0.36990556 0.43891427 0.453896   0.49399963 0.4456633  0.4760826
 0.48896414 0.5463625  0.5921482  0.5894958  0.5340651  0.39444667]","[23.23001683 13.8816467  16.08954869 16.64738013 16.95728939 16.72463261
 45.95113041]","[[-483.4012    -417.6433    -250.52612   ... -483.4012    -483.4012
  -483.4012   ]
 [   0.          19.797205    21.371998  ...    0.           0.
     0.       ]
 [   0.         -51.573185   -86.66847   ...    0.           0.
     0.       ]
 ...
 [   0.           3.4721951   -4.387816  ...    0.           0.
     0.       ]
 [   0.           9.76958      0.7184423 ...    0.           0.
     0.       ]
 [   0.          -4.6527653   -9.21056   ...    0.           0.
     0.       ]]","[[0.8383971  0.21752857 0.17403401 ... 0.73963785 0.84801203 1.        ]
 [0.8193748  0.15840948 0.28768352 ... 0.9106032  0.97424936 0.9011536 ]
 [1.         0.18903352 0.12860572 ... 0.9526085  1.         0.8698044 ]
 ...
 [0.50388116 1.         1.         ... 0.30286703 0.3165887  0.29958978]
 [0.53833205 0.23162442 0.42354074 ... 0.23618656 0.30013427 0.3977051 ]
 [0.8974651  0.25145882 0.13284789 ... 0.46940154 0.6233189  0.6789954 ]]","[[16.85807716 13.72890042 15.62168741 ... 31.20928195 22.87595615
  21.75165939]
 [ 6.74097959  4.75457306 11.65738211 ... 10.51457058  5.95193322
  12.21620128]
 [11.12933528 12.41746607 14.97690411 ... 14.46284294 11.62551922
   7.15936071]
 ...
 [12.12361541 18.30294871 18.18309309 ... 13.49093907 11.94585354
  11.80988035]
 [14.04942988 16.45205906 17.26735515 ... 13.37404448 14.68590567
  11.94143967]
 [21.22842161 39.86425858 44.71472741 ... 36.20686882 35.68148724
  26.99393139]]",107.666015625,1
24,"[-1.2911481e+02  7.9967552e+01 -1.2088267e+01  3.0034422e+01
 -9.8582976e-02  2.0045475e+01  3.0471115e+00  1.4244377e+01
  2.0539160e+00  9.2289782e+00  3.3754463e+00  7.2636065e+00
  1.4962009e+00  5.1830883e+00  6.7082733e-01  4.0992713e+00
  5.3047389e-01  3.6625378e+00  1.2659109e+00  1.5719833e+00]","[0.48875493 0.53301156 0.43017146 0.54728556 0.4124489  0.566635
 0.41758063 0.4562397  0.63588387 0.46386117 0.56872547 0.4129291 ]","[19.45415196 13.55528698 16.4239848  17.60314763 18.57223406 18.56650751
 49.14390379]","[[-593.16144 -593.16144 -593.16144 ... -593.16144 -593.16144 -593.16144]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7981228  0.92901397 0.870373   ... 0.8513769  0.89243406 0.92165965]
 [0.7660838  0.970612   1.         ... 1.         0.94564265 0.8151032 ]
 [0.77476954 0.90854955 0.9261082  ... 0.9357262  1.         1.        ]
 ...
 [0.4375035  0.41346478 0.33629254 ... 0.3416994  0.35122693 0.3728747 ]
 [0.47283947 0.45039323 0.44081667 ... 0.4398101  0.4195774  0.5088059 ]
 [0.59922373 0.6501862  0.6618964  ... 0.650249   0.6662575  0.70452964]]","[[15.85928961 25.02205429 25.29246101 ... 28.03816648 18.84961652
  13.90207656]
 [ 7.4624451  13.06464323 10.98781603 ... 14.47993771  9.10102928
   7.27752857]
 [10.67829595 16.41890586 10.35238961 ... 16.21792888 14.79083697
  14.53673547]
 ...
 [14.54964755 11.9487634  12.97309781 ... 15.0192126  16.20769173
  11.25884979]
 [13.74436786 15.67250699 14.20626173 ... 14.47345155 13.64315641
  12.60621984]
 [16.94791286 20.77744063 41.00503542 ... 40.9646994  21.38770092
  17.25113883]]",117.45383522727273,1
